Category,SKU,ProductName,Location,Bin,BatchSerialNumber,ExpiryDate,Discount,StockValue,OnHand,VolumeOnHand,Available,OnOrder,InTransit,Allocated,Status,Unit,Family,StockLocator,Brand,PriceTier1,PriceTier2,PriceTier3,NextDeliveryDate,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10
"HotBot ","RAD-FLOW1-101","(deprecated) Hot water flow sensor cable v1","FY21 - pre-VAT registration","Finished Products FY21","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-101","(deprecated) Hot water flow sensor cable v1","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Balwin Cape Town","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Balwin Johannesburg","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Installer van stock","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Installer van stock","Home Assist - GP - Nivroc","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Installer van stock","PlumbGuarantee","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Plentify JHB","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"HotBot ","RAD-FLOW1-211","(deprecated) Hot water flow sensor cable v2.1.1","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,1.0000,DEPRECATED,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","CON-THL-0011","01x03 6.35mm pitch screw terminal","Barracuda (assemblies)","","",,"",3147.2127,600.0000,0.0000,600.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"AC_IN","","","","","","","GS008-6.35-03P-1x-xxx","",""
"Raw materials - HotBot","CON-THL-0011","01x03 6.35mm pitch screw terminal","FY21 - pre-VAT registration","Main","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"AC_IN","","","","","","","GS008-6.35-03P-1x-xxx","",""
"Raw materials - HotBot","CON-THL-0011","01x03 6.35mm pitch screw terminal","Plentify Office - Oude Molen","","",,"",50868.4844,9513.0000,0.0000,9513.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"AC_IN","","","","","","","GS008-6.35-03P-1x-xxx","",""
"Raw materials - HotBot","CON-THL-0011","01x03 6.35mm pitch screw terminal","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"AC_IN","","","","","","","GS008-6.35-03P-1x-xxx","",""
"Raw materials - HotBot","CON-THL-0011","01x03 6.35mm pitch screw terminal","Plentify StoreAll","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"AC_IN","","","","","","","GS008-6.35-03P-1x-xxx","",""
"Raw materials - sensors","CON-THL-0008","01x04 molex KK-254 connector","Barracuda (assemblies)","","",,"",5657.1447,4546.0000,0.0000,4546.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"FLOW_2","","","","","","","22232041","",""
"Raw materials - sensors","CON-THL-0008","01x04 molex KK-254 connector","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"FLOW_2","","","","","","","22232041","",""
"Raw materials - sensors","CON-THL-0008","01x04 molex KK-254 connector","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"FLOW_2","","","","","","","22232041","",""
"Raw materials - HotBot","LED-SMD-0010","0603 IR Light emitting diode","Barracuda (assemblies)","","",,"",24216.0200,15492.0000,0.0000,15492.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","LED-SMD-0010","0603 IR Light emitting diode","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","LED-SMD-0010","0603 IR Light emitting diode","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","LED-SMD-0008","0603 Light emitting diode right angle","Barracuda (assemblies)","","",,"",3197.6916,3480.0000,0.0000,3480.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"IR12-21C/TR8","","","","","","","IR12-21C/TR8","(IR,PT)12-21C_TR8","https://everlighteurope.com/index.php?controller=attachment&id_attachment=4900"
"Raw materials - HotBot","LED-SMD-0006","0603 Light emitting diode right angle","Barracuda (assemblies)","","",,"",6200.0000,12000.0000,0.0000,12000.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"LED_0603_RIGHT_ANGLE","","","","","","","LTST-S270GKT","LTST-S270GKT","https://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-S270GKT.pdf"
"Raw materials - HotBot","LED-SMD-0006","0603 Light emitting diode right angle","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"LED_0603_RIGHT_ANGLE","","","","","","","LTST-S270GKT","LTST-S270GKT","https://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-S270GKT.pdf"
"Raw materials - HotBot","LED-SMD-0006","0603 Light emitting diode right angle","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"LED_0603_RIGHT_ANGLE","","","","","","","LTST-S270GKT","LTST-S270GKT","https://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-S270GKT.pdf"
"Raw materials - HotBot","LED-SMD-0008","0603 Light emitting diode right angle","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"IR12-21C/TR8","","","","","","","IR12-21C/TR8","(IR,PT)12-21C_TR8","https://everlighteurope.com/index.php?controller=attachment&id_attachment=4900"
"Raw materials - HotBot","RES-0603-0001","0R 5%  chip resistor in a 0603 package (SKU: RES-0603-0001)","Barracuda (assemblies)","","",,"",50.0000,5000.0000,0.0000,5000.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"0R","","0.05","","","","","","RESISTOR_0603","~"
"Raw materials - HotBot","RES-0603-0001","0R 5%  chip resistor in a 0603 package (SKU: RES-0603-0001)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"0R","","0.05","","","","","","RESISTOR_0603","~"
"Raw materials - HotBot","RES-0603-0001","0R 5%  chip resistor in a 0603 package (SKU: RES-0603-0001)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"0R","","0.05","","","","","","RESISTOR_0603","~"
"Raw materials - HotBot","ANT-THL-0002","1.5dBi Vertical Helical 433MHz Antenna","Barracuda (assemblies)","","",,"",36345.0000,15500.0000,0.0000,15500.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","ANT-THL-0002","1.5dBi Vertical Helical 433MHz Antenna","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","ANT-THL-0002","1.5dBi Vertical Helical 433MHz Antenna","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","DIO-SMD-0012","10 V, 3 A ultra low VF MEGA Schottky barrier rectifiers","Barracuda (assemblies)","","",,"",50879.3098,37992.0000,0.0000,37992.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"PMEG1030EH,115","","","","","","","PMEG1030EH,115","SOD-123F","https://rocelec.widen.net/view/pdf/xqxdptybes/NEXP-S-A0002882308-1.pdf?t.download=true&u=5oefqw"
"Raw materials - HotBot","DIO-SMD-0012","10 V, 3 A ultra low VF MEGA Schottky barrier rectifiers","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"PMEG1030EH,115","","","","","","","PMEG1030EH,115","SOD-123F","https://rocelec.widen.net/view/pdf/xqxdptybes/NEXP-S-A0002882308-1.pdf?t.download=true&u=5oefqw"
"Raw materials - HotBot","DIO-SMD-0012","10 V, 3 A ultra low VF MEGA Schottky barrier rectifiers","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"PMEG1030EH,115","","","","","","","PMEG1030EH,115","SOD-123F","https://rocelec.widen.net/view/pdf/xqxdptybes/NEXP-S-A0002882308-1.pdf?t.download=true&u=5oefqw"
"Raw materials - HotBot","DIO-SMD-0018","100 V, 1 A low leakage current Schottky barrier rectifier","Barracuda (assemblies)","","",,"",19160.1948,20990.0000,0.0000,20990.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","DIO-SMD-0018","100 V, 1 A low leakage current Schottky barrier rectifier","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","DIO-SMD-0018","100 V, 1 A low leakage current Schottky barrier rectifier","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","CAP-POL-0007","1000 µF 16 V Aluminum - Polymer Capacitors Radial, Can 13mOhm 2000 Hrs @ 105°C","Barracuda (assemblies)","","",,"",50348.5243,12500.0000,0.0000,12500.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"1000uF","16v","","","","","","A750MS108M1CAAE013","CP_Radial_D10.0mm_P5.00mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/A750MS108M1CAAE013"
"Raw materials - HotBot","CAP-POL-0007","1000 µF 16 V Aluminum - Polymer Capacitors Radial, Can 13mOhm 2000 Hrs @ 105°C","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"1000uF","16v","","","","","","A750MS108M1CAAE013","CP_Radial_D10.0mm_P5.00mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/A750MS108M1CAAE013"
"Raw materials - HotBot","CAP-POL-0007","1000 µF 16 V Aluminum - Polymer Capacitors Radial, Can 13mOhm 2000 Hrs @ 105°C","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"1000uF","16v","","","","","","A750MS108M1CAAE013","CP_Radial_D10.0mm_P5.00mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/A750MS108M1CAAE013"
"Raw materials - HotBot","CAP-SFT-0012","1000 pF ±20% 400VAC Ceramic Capacitor Y5V (F) Radial, Disc with X1, Y2 safety rating (SKU: CAP-SFT-0012)","Barracuda (assemblies)","","",,"",11127.8530,14500.0000,0.0000,14500.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"1nF","400VAC","","","","","","C907U102MYVDBA7317","C_Disc_D7.5mm_W5.0mm_P7.50mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C907U102MYVDBA7317"
"Raw materials - HotBot","CAP-SFT-0012","1000 pF ±20% 400VAC Ceramic Capacitor Y5V (F) Radial, Disc with X1, Y2 safety rating (SKU: CAP-SFT-0012)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"1nF","400VAC","","","","","","C907U102MYVDBA7317","C_Disc_D7.5mm_W5.0mm_P7.50mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C907U102MYVDBA7317"
"Raw materials - HotBot","CAP-SFT-0012","1000 pF ±20% 400VAC Ceramic Capacitor Y5V (F) Radial, Disc with X1, Y2 safety rating (SKU: CAP-SFT-0012)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"1nF","400VAC","","","","","","C907U102MYVDBA7317","C_Disc_D7.5mm_W5.0mm_P7.50mm","https://connect.kemet.com:7667/gateway/IntelliData-ComponentDocumentation/1.0/download/datasheet/C907U102MYVDBA7317"
"Raw materials - HotBot","RES-0402-0002","100k ±1% 0402 resistor","Barracuda (assemblies)","","",,"",2860.4297,229443.0000,0.0000,229443.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","RES-0402-0002","100k ±1% 0402 resistor","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","RES-0402-0002","100k ±1% 0402 resistor","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","CAP-SFT-0011","100nF 310VAC X2 Rated Film capacitor in a 18x5mm THT package (SKU: CAP-SFT-0011)","Barracuda (assemblies)","","",,"",14118.5000,9500.0000,0.0000,9500.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100nF","310VAC","","","","","","F863BC104M310ALW0L","C_Rect_L18.0mm_W5.0mm_P15.00mm","https://content.kemet.com/datasheets/KEM_F3110_F863_X2_310.pdf"
"Raw materials - HotBot","CAP-SFT-0011","100nF 310VAC X2 Rated Film capacitor in a 18x5mm THT package (SKU: CAP-SFT-0011)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100nF","310VAC","","","","","","F863BC104M310ALW0L","C_Rect_L18.0mm_W5.0mm_P15.00mm","https://content.kemet.com/datasheets/KEM_F3110_F863_X2_310.pdf"
"Raw materials - HotBot","CAP-SFT-0011","100nF 310VAC X2 Rated Film capacitor in a 18x5mm THT package (SKU: CAP-SFT-0011)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100nF","310VAC","","","","","","F863BC104M310ALW0L","C_Rect_L18.0mm_W5.0mm_P15.00mm","https://content.kemet.com/datasheets/KEM_F3110_F863_X2_310.pdf"
"Raw materials - HotBot","CAP-0402-0006","100nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0006)","Barracuda (assemblies)","","",,"",5727.7264,286387.0000,0.0000,286387.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100nF","6.3v","","","","","","","CAPACITOR_0402","~"
"Raw materials - HotBot","CAP-0402-0006","100nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0006)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100nF","6.3v","","","","","","","CAPACITOR_0402","~"
"Raw materials - HotBot","CAP-0402-0006","100nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0006)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100nF","6.3v","","","","","","","CAPACITOR_0402","~"
"Raw materials - HotBot","RES-0402-0012","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0012)","Barracuda (assemblies)","","",,"",769.8300,76983.0000,0.0000,76983.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100R","","0.05","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0012","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0012)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100R","","0.05","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0012","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0012)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"100R","","0.05","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0013","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0013)","Barracuda (assemblies)","","",,"",654.5927,18988.0000,0.0000,18988.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"150R","","0.05","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0013","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0013)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"150R","","0.05","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0013","100R 5%  chip resistor in a 0402 package (SKU: RES-0402-0013)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"150R","","0.05","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0003","10k 1%  chip resistor in a 0402 package (SKU: RES-0402-0003)","Barracuda (assemblies)","","",,"",1944.1000,194410.0000,0.0000,194410.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10k","","0.01","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0003","10k 1%  chip resistor in a 0402 package (SKU: RES-0402-0003)","Plentify Office - Oude Molen","","",,"",1.0000,100.0000,0.0000,100.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10k","","0.01","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0003","10k 1%  chip resistor in a 0402 package (SKU: RES-0402-0003)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,50000.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10k","","0.01","","","","","","RESISTOR_0402","~"
"Raw materials - sensors","RES-THL-0001","10k bead thermistor","JJ Harnessing","","",,"",3276.5342,1500.0000,0.0000,1500.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","NXRT15XV103FA1B040","",""
"Raw materials - sensors","RES-THL-0001","10k bead thermistor","Macrowatt","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","NXRT15XV103FA1B040","",""
"Raw materials - sensors","RES-THL-0001","10k bead thermistor","Plentify Office - Oude Molen","","",,"",9015.3135,3944.0000,0.0000,3944.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","NXRT15XV103FA1B040","",""
"Raw materials - sensors","RES-THL-0001","10k bead thermistor","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","NXRT15XV103FA1B040","",""
"Raw materials - sensors","RES-THL-0001","10k bead thermistor","THD Africa","","",,"",58372.4630,26800.0000,0.0000,26800.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","NXRT15XV103FA1B040","",""
"Raw materials - sensors","RES-THL-0001","10k bead thermistor","Wirecon","","",,"",13725.5563,6160.0000,0.0000,6160.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","NXRT15XV103FA1B040","",""
"Raw materials - HotBot","IC-COM-0012","10Mbps 3V RS-485 Transceivers With ±8-kV IEC ESD Protection","Barracuda (assemblies)","","",,"",218688.4852,40496.0000,0.0000,40496.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","IC-COM-0012","10Mbps 3V RS-485 Transceivers With ±8-kV IEC ESD Protection","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","IC-COM-0012","10Mbps 3V RS-485 Transceivers With ±8-kV IEC ESD Protection","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","CAP-0402-0027","10nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0027)","Barracuda (assemblies)","","",,"",1120.9505,56962.0000,0.0000,56962.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10nF","6.3v","","","","","","","CAPACITOR_0402","~"
"Raw materials - HotBot","CAP-0402-0027","10nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0027)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10nF","6.3v","","","","","","","CAPACITOR_0402","~"
"Raw materials - HotBot","CAP-0402-0027","10nF 6.3v X7R unpolarised MLCC in a 0402 package (SKU: CAP-0402-0027)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10nF","6.3v","","","","","","","CAPACITOR_0402","~"
"Raw materials - HotBot","IND-0402-0016","10nH 5% inductor in a 0402 package (SKU: IND-0402-0016)","Barracuda (assemblies)","","",,"",4739.5990,19487.0000,0.0000,19487.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","IND-0402-0016","10nH 5% inductor in a 0402 package (SKU: IND-0402-0016)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","IND-0402-0016","10nH 5% inductor in a 0402 package (SKU: IND-0402-0016)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","RES-2512-0005","10R 1% 1W resistor in a 2512 package (SKU: RES-2512-0005)","Barracuda (assemblies)","","",,"",15351.2000,15472.0000,0.0000,15472.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10R","","0.01","","","","1W","","RESISTOR_2512","~"
"Raw materials - HotBot","RES-2512-0005","10R 1% 1W resistor in a 2512 package (SKU: RES-2512-0005)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10R","","0.01","","","","1W","","RESISTOR_2512","~"
"Raw materials - HotBot","RES-2512-0005","10R 1% 1W resistor in a 2512 package (SKU: RES-2512-0005)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10R","","0.01","","","","1W","","RESISTOR_2512","~"
"Raw materials - HotBot","CAP-0603-0028","10uF 6.3v X7R unpolarised MLCC in a 0603 package (SKU: CAP-0603-0028)","Barracuda (assemblies)","","",,"",23736.3160,88000.0000,0.0000,88000.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10uF","6.3v","","","","","","","CAPACITOR_0603","~"
"Raw materials - HotBot","CAP-0603-0028","10uF 6.3v X7R unpolarised MLCC in a 0603 package (SKU: CAP-0603-0028)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10uF","6.3v","","","","","","","CAPACITOR_0603","~"
"Raw materials - HotBot","CAP-0603-0028","10uF 6.3v X7R unpolarised MLCC in a 0603 package (SKU: CAP-0603-0028)","Plentify Office 215","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"10uF","6.3v","","","","","","","CAPACITOR_0603","~"
"Raw materials - Solarbot","MEC-BOX-0014","10x carrier box for Solarbot (405/200/310 DWB)","Alta Du Toit Centre","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - Solarbot","MEC-BOX-0014","10x carrier box for Solarbot (405/200/310 DWB)","Plentify Office - Oude Molen","","",,"",7656.0200,209.0000,0.0000,209.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"","","","","","","","","",""
"Raw materials - HotBot","RES-0402-0021","120R 1%  chip resistor in a 0402 package (SKU: RES-0402-0021)","Barracuda (assemblies)","","",,"",529.8990,39489.0000,0.0000,39489.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"120R","","0.01","","","","","","RESISTOR_0402","~"
"Raw materials - HotBot","RES-0402-0021","120R 1%  chip resistor in a 0402 package (SKU: RES-0402-0021)","Plentify Office - Oude Molen","","",,"",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,ACTIVE,"units","","","",0,0,0,,"120R","","0.01","","","","","","RESISTOR_0402","~"
